SaleID,Date,ProductID,CustomerID,EmployeeID,BranchID,Qty,UnitPrice,Discount,PaymentMethod,DeliveryType,Rating
47901,3/4/2024,280,69,37,4,3,589,27,Mada,Standard,3.2
47902,11/4/2023,430,418,210,1,4,460,12,Mada,Same Day,3.6
47903,3/26/2024,112,9564,173,5,4,649,14,Mada,Same Day,2.9
47904,2/6/2025,307,9633,37,9,5,435,26,Cash On Delivery,Express,3.9
47905,1/21/2023,477,4224,173,14,4,350,15,Visa,Same Day,3.5
47906,10/21/2023,249,7752,266,7,5,740,5,Cash On Delivery,Express,3.7
47907,9/23/2023,305,5819,82,12,2,307,13,Cash On Delivery,Standard,3.1
47908,1/26/2023,455,5787,141,4,3,353,24,Mada,Express,5
47909,3/7/2025,323,7576,148,1,5,385,21,Visa,Same Day,4.3
47910,6/14/2024,328,1228,210,6,4,593,8,Mada,Same Day,4.9
47911,7/27/2024,93,9797,30,17,5,187,0,Cash On Delivery,Express,4
47912,6/2/2024,277,5567,189,7,1,514,21,Mada,Standard,4.6
47913,11/18/2024,475,2741,27,15,5,503,17,Cash On Delivery,Express,2.7
47914,4/28/2025,302,5415,171,16,2,465,1,Mada,Same Day,4.7
47915,12/11/2023,486,275,112,7,3,635,5,Cash On Delivery,Standard,2.7
47916,10/25/2024,81,502,207,19,1,549,23,Visa,Same Day,3.4
47917,12/13/2024,215,5031,181,14,3,556,19,Mada,Standard,4.9
47918,8/9/2024,54,5568,15,18,2,337,19,Visa,Standard,2.7
47919,3/7/2024,43,9443,126,10,3,245,7,Visa,Express,3.3
47920,1/15/2023,264,974,142,4,1,623,21,Visa,Express,2.6
47921,1/6/2024,391,6935,129,10,2,445,7,Mada,Same Day,3.6
47922,10/1/2023,296,3026,246,6,5,763,13,Cash On Delivery,Standard,2.9
47923,11/23/2023,111,9027,49,20,1,320,15,Visa,Standard,3.2
47924,8/22/2024,194,3841,64,13,3,514,18,Visa,Standard,3.6
47925,6/17/2023,94,5226,146,4,2,410,0,Mada,Standard,4.9
47926,11/13/2023,373,4465,11,17,5,337,9,Apple Pay,Express,3.5
47927,2/11/2024,239,2848,126,17,3,477,29,Cash On Delivery,Same Day,3.6
47928,7/3/2023,441,1260,15,2,1,511,14,Mada,Standard,4.5
47929,12/17/2024,313,2651,168,11,3,386,23,Mada,Standard,3.5
47930,1/14/2023,7,5658,167,2,2,700,10,Mada,Standard,4.5
47931,10/13/2023,175,1797,233,2,1,329,25,Apple Pay,Express,3.8
47932,6/25/2023,356,797,140,9,2,404,5,Visa,Express,5
47933,6/28/2023,55,281,206,4,1,465,5,Apple Pay,Same Day,5
47934,8/2/2023,261,1439,253,12,4,599,10,Apple Pay,Express,4.9
47935,2/11/2025,30,6069,26,5,2,290,28,Apple Pay,Standard,4.7
47936,11/15/2024,7,6973,214,11,2,700,29,Visa,Express,4.1
47937,10/9/2023,251,1192,56,11,1,469,2,Visa,Express,3.4
47938,1/6/2025,102,1451,295,8,5,433,20,Apple Pay,Same Day,4.5
47939,9/29/2023,333,1763,59,10,4,830,17,Cash On Delivery,Express,3
47940,2/29/2024,356,277,44,5,3,404,26,Apple Pay,Same Day,4.5
47941,4/7/2023,125,7508,243,16,5,365,11,Mada,Standard,4
47942,12/5/2023,454,6431,33,4,5,418,20,Mada,Standard,2.5
47943,10/12/2024,499,8335,159,19,5,841,1,Apple Pay,Express,3.5
47944,5/7/2024,347,1020,32,1,4,252,13,Apple Pay,Express,4.6
47945,2/2/2024,376,4000,113,9,1,676,8,Cash On Delivery,Express,2.9
47946,2/19/2024,122,4749,124,13,1,391,30,Apple Pay,Standard,4.7
47947,4/24/2023,371,5310,35,2,2,676,1,Mada,Standard,3.3
47948,5/25/2024,386,7936,269,19,4,821,8,Visa,Express,4.3
47949,5/15/2023,90,1598,181,8,2,322,6,Cash On Delivery,Express,4.7
47950,7/25/2023,471,1809,72,3,2,704,9,Mada,Same Day,4.8
47951,7/24/2024,283,5227,138,7,3,618,18,Cash On Delivery,Standard,4.6
47952,2/20/2025,76,6858,291,16,2,723,23,Apple Pay,Express,3.2
47953,6/4/2023,260,8932,56,20,2,287,25,Cash On Delivery,Same Day,2.9
47954,9/5/2024,191,3439,75,4,5,598,6,Apple Pay,Same Day,3.7
47955,3/18/2023,446,1983,284,17,4,754,29,Cash On Delivery,Express,2.9
47956,5/29/2023,139,8488,191,13,5,625,15,Visa,Express,4.2
47957,8/31/2024,122,8470,220,8,1,391,2,Mada,Standard,3.7
47958,7/4/2024,106,1414,180,9,2,478,24,Apple Pay,Express,4.1
47959,1/22/2025,463,2003,1,11,1,686,21,Apple Pay,Same Day,4.2
47960,3/29/2023,177,2474,154,17,2,288,22,Visa,Standard,3.4
47961,4/8/2024,145,8331,210,20,5,472,27,Mada,Standard,3.7
47962,2/19/2024,352,3466,200,3,5,717,3,Mada,Express,2.9
47963,6/17/2024,24,1783,295,9,3,804,21,Apple Pay,Standard,3.5
47964,5/24/2023,375,1379,208,16,1,483,15,Visa,Same Day,4
47965,1/30/2023,200,8236,16,8,5,179,1,Apple Pay,Standard,3.6
47966,4/4/2023,123,2733,33,4,1,554,2,Visa,Express,3
47967,5/25/2023,339,8707,172,19,2,813,19,Visa,Express,4.3
47968,4/25/2024,287,3302,113,1,4,482,29,Cash On Delivery,Express,2.6
47969,10/14/2023,456,3420,298,4,1,330,17,Apple Pay,Standard,4.8
47970,12/26/2023,310,6477,60,19,4,638,14,Apple Pay,Express,5
47971,12/28/2024,239,7954,196,7,4,477,26,Visa,Express,3.4
47972,6/26/2023,482,6040,129,7,3,283,3,Mada,Standard,2.8
47973,6/26/2023,338,3080,155,7,4,350,16,Cash On Delivery,Same Day,3.9
47974,10/25/2024,429,1275,154,13,1,597,9,Mada,Standard,4.2
47975,6/23/2023,181,9437,229,2,1,489,25,Apple Pay,Express,2.9
47976,12/14/2024,243,2227,134,12,2,329,14,Apple Pay,Standard,2.7
47977,4/19/2023,169,6052,221,13,2,558,5,Mada,Express,2.6
47978,3/11/2023,26,2546,129,5,4,283,28,Apple Pay,Standard,2.6
47979,1/18/2023,431,836,51,6,5,779,12,Cash On Delivery,Same Day,4.4
47980,8/12/2023,499,367,141,20,1,841,12,Cash On Delivery,Same Day,2.9
47981,8/17/2023,157,1047,164,16,2,744,6,Visa,Same Day,4.9
47982,5/7/2024,181,365,110,4,3,489,22,Apple Pay,Same Day,3.9
47983,1/22/2023,170,7248,255,10,3,507,24,Visa,Express,4.5
47984,4/8/2024,384,4267,300,11,1,417,25,Mada,Standard,3.4
47985,10/8/2023,414,2427,64,1,4,678,24,Visa,Same Day,4.1
47986,11/18/2023,36,1841,33,19,4,356,29,Visa,Same Day,4.5
47987,4/18/2023,319,2399,30,14,3,566,22,Cash On Delivery,Same Day,2.7
47988,9/23/2024,380,4505,24,15,4,798,9,Mada,Same Day,3.4
47989,12/25/2024,207,3203,180,7,2,710,16,Apple Pay,Same Day,4.6
47990,9/28/2023,274,9071,54,10,5,418,5,Mada,Same Day,3.7
47991,2/13/2024,467,1390,296,10,2,319,30,Cash On Delivery,Standard,4.5
47992,6/19/2024,262,6029,177,5,3,639,12,Cash On Delivery,Standard,3
47993,11/9/2024,119,2367,177,18,2,482,5,Apple Pay,Same Day,4.9
47994,9/24/2023,438,5872,190,2,4,607,16,Mada,Express,4.6
47995,8/7/2023,11,4819,188,15,2,742,17,Apple Pay,Same Day,3.2
47996,8/13/2023,118,3591,200,16,4,755,14,Apple Pay,Standard,3.7
47997,11/6/2023,270,8914,158,19,3,489,27,Visa,Express,4.2
47998,4/6/2023,288,1645,295,11,5,311,25,Apple Pay,Same Day,5
47999,9/13/2023,22,751,255,3,4,647,26,Apple Pay,Express,4.4
48000,4/15/2025,214,5288,152,5,1,657,15,Visa,Standard,3.2
48001,12/27/2024,251,3545,11,16,1,469,28,Mada,Same Day,2.9
48002,4/17/2025,7,4480,3,7,1,700,16,Apple Pay,Express,3.6
48003,10/10/2023,499,5758,236,3,3,841,29,Cash On Delivery,Express,3.2
48004,6/30/2023,377,311,174,9,1,613,18,Cash On Delivery,Express,2.7
48005,12/12/2023,402,5374,103,12,5,552,27,Visa,Same Day,2.6
48006,1/31/2024,441,5101,152,18,5,511,30,Visa,Standard,3.1
48007,5/22/2023,284,7541,144,18,2,163,16,Mada,Same Day,3.2
48008,5/22/2023,171,646,156,14,3,407,24,Apple Pay,Standard,3.6
48009,5/27/2024,237,3871,13,5,1,482,9,Cash On Delivery,Same Day,4.4
48010,11/11/2024,236,9457,70,10,3,324,3,Cash On Delivery,Standard,3.9
48011,3/4/2023,98,6413,214,16,3,424,26,Visa,Same Day,3.1
48012,10/15/2023,20,6047,58,2,3,599,20,Apple Pay,Same Day,3
48013,9/2/2024,462,5299,153,15,1,612,21,Apple Pay,Standard,3.4
48014,11/23/2024,41,4923,141,3,4,250,8,Mada,Standard,4.4
48015,2/1/2023,63,4350,44,17,5,554,14,Cash On Delivery,Same Day,3
48016,11/17/2023,390,8070,111,7,3,308,23,Mada,Standard,4.8
48017,8/8/2023,235,8420,226,2,2,763,2,Mada,Same Day,3.9
48018,6/19/2023,174,8692,102,10,2,454,11,Visa,Express,2.6
48019,8/23/2024,189,8097,44,18,4,236,21,Apple Pay,Same Day,4.2
48020,1/8/2025,215,1581,266,14,3,556,0,Cash On Delivery,Same Day,3.5
48021,9/8/2024,56,6616,5,14,2,879,9,Cash On Delivery,Same Day,2.6
48022,2/4/2025,336,6636,140,13,1,266,12,Cash On Delivery,Standard,2.9
48023,8/13/2023,290,4567,191,10,3,236,2,Cash On Delivery,Standard,3.3
48024,11/3/2024,362,6257,102,3,3,488,4,Mada,Express,3.5
48025,7/31/2023,247,6398,112,6,3,597,7,Apple Pay,Same Day,4.1
48026,6/27/2023,396,7388,74,2,3,423,25,Visa,Standard,4.7
48027,1/10/2023,500,4876,45,15,3,373,0,Mada,Express,4
48028,12/20/2024,244,6396,125,9,2,503,10,Cash On Delivery,Same Day,2.8
48029,9/1/2023,289,5363,204,3,1,336,10,Visa,Standard,3.5
48030,3/31/2023,272,7911,104,1,4,356,1,Mada,Same Day,4
48031,3/28/2023,285,7145,8,19,4,459,13,Mada,Same Day,3
48032,7/4/2023,21,4952,190,17,3,541,29,Visa,Express,3.1
48033,7/11/2023,220,4920,13,7,1,376,5,Mada,Same Day,3.9
48034,4/17/2025,80,7841,100,1,5,733,5,Visa,Standard,4.7
48035,11/21/2023,268,301,276,20,2,537,11,Apple Pay,Same Day,4
48036,10/19/2023,139,1159,226,5,2,625,10,Visa,Same Day,4.6
48037,4/12/2023,99,903,170,19,4,627,26,Cash On Delivery,Standard,3
48038,5/20/2024,499,8131,215,18,3,841,25,Mada,Standard,3.3
48039,6/8/2023,215,2282,233,1,4,556,20,Cash On Delivery,Same Day,4.4
48040,1/15/2024,359,4061,161,6,3,316,12,Visa,Same Day,4.6
48041,2/18/2024,305,9878,212,12,5,307,11,Cash On Delivery,Express,3.9
48042,12/18/2023,37,9104,182,6,4,430,19,Apple Pay,Same Day,3.7
48043,10/10/2024,123,6419,286,5,2,554,2,Apple Pay,Same Day,2.7
48044,2/28/2023,69,5981,111,3,4,674,22,Cash On Delivery,Standard,3.8
48045,3/12/2024,400,4313,60,17,5,307,20,Apple Pay,Same Day,3.9
48046,3/17/2023,261,2964,244,9,3,599,15,Cash On Delivery,Standard,3.2
48047,4/30/2025,487,8235,107,14,2,703,6,Apple Pay,Standard,3.5
48048,11/9/2023,22,8668,46,5,2,647,4,Visa,Express,4.6
48049,9/8/2024,407,8105,190,2,5,287,19,Cash On Delivery,Express,4.5
48050,2/25/2023,140,1461,21,12,3,340,21,Visa,Standard,3.4
48051,4/3/2023,267,8483,112,10,2,527,14,Visa,Standard,4.6
48052,2/9/2023,186,8161,152,17,5,473,12,Visa,Express,4
48053,2/9/2025,237,5805,161,3,4,482,9,Apple Pay,Express,4.5
48054,11/11/2023,320,8744,236,7,2,420,19,Apple Pay,Standard,3.8
48055,8/21/2023,88,9559,277,8,3,388,29,Visa,Express,4.8
48056,3/4/2023,363,7395,159,19,3,597,20,Mada,Same Day,4.6
48057,4/7/2025,284,6403,267,9,3,163,19,Cash On Delivery,Same Day,4.5
48058,12/25/2024,418,8068,149,13,4,448,1,Cash On Delivery,Express,4.2
48059,4/14/2024,196,5875,177,1,3,537,27,Apple Pay,Same Day,2.6
48060,1/4/2024,449,416,154,12,5,512,2,Mada,Standard,4.8
48061,9/17/2023,188,4198,163,11,4,419,9,Apple Pay,Same Day,2.8
48062,1/14/2024,140,5477,251,11,1,340,8,Mada,Same Day,3.4
48063,10/31/2023,194,9876,256,18,1,514,0,Cash On Delivery,Standard,3.8
48064,9/12/2023,279,3893,281,14,3,564,28,Mada,Same Day,3
48065,4/24/2023,240,8143,42,2,4,665,13,Apple Pay,Express,3.8
48066,6/27/2024,317,1387,297,5,5,311,4,Mada,Same Day,3.5
48067,5/14/2024,109,1099,87,7,4,504,27,Visa,Express,4.1
48068,8/6/2024,227,1321,221,20,1,520,5,Mada,Express,3.6
48069,2/18/2023,153,4996,130,11,1,482,20,Mada,Same Day,2.6
48070,4/2/2023,109,3049,239,14,1,504,16,Mada,Same Day,3.4
48071,11/22/2024,111,5850,78,3,1,320,24,Visa,Same Day,4.5
48072,1/13/2023,80,9775,237,3,3,733,20,Apple Pay,Standard,3
48073,11/11/2023,336,7235,82,8,3,266,7,Cash On Delivery,Express,4.1
48074,1/12/2024,290,1477,69,18,3,236,14,Visa,Standard,4.3
48075,3/30/2025,185,587,216,2,3,587,7,Mada,Same Day,4.9
48076,2/16/2023,346,7263,287,17,5,376,8,Cash On Delivery,Same Day,3.5
48077,11/17/2024,87,1509,196,13,2,494,7,Apple Pay,Express,4.1
48078,9/5/2024,236,8154,147,18,2,324,22,Cash On Delivery,Standard,2.8
48079,4/8/2025,317,4022,262,3,2,311,21,Apple Pay,Same Day,2.7
48080,3/9/2025,42,3026,113,1,5,668,17,Cash On Delivery,Same Day,4.3
48081,7/7/2023,456,7082,69,4,2,330,6,Cash On Delivery,Standard,4.1
48082,4/22/2023,419,9932,90,8,2,608,3,Visa,Same Day,2.9
48083,1/20/2023,500,7649,44,7,3,373,9,Mada,Express,4.5
48084,10/22/2024,383,7179,64,4,3,845,29,Cash On Delivery,Same Day,3.4
48085,10/7/2023,385,2962,131,18,3,329,14,Mada,Standard,3.6
48086,1/12/2023,246,6120,4,15,1,369,13,Apple Pay,Same Day,4.5
48087,9/5/2023,245,2580,131,7,2,765,26,Apple Pay,Same Day,4.6
48088,8/28/2023,462,5851,186,2,1,612,0,Apple Pay,Express,4.7
48089,6/20/2024,173,9132,205,14,2,444,26,Visa,Express,3.7
48090,1/31/2024,374,9722,232,8,1,554,9,Cash On Delivery,Express,3.1
48091,11/29/2024,403,4331,245,18,4,351,12,Apple Pay,Same Day,3.5
48092,9/5/2024,60,6945,130,9,2,328,10,Apple Pay,Express,3.2
48093,11/17/2023,23,7087,162,18,3,460,4,Apple Pay,Same Day,2.6
48094,4/29/2023,226,3063,72,6,1,632,13,Mada,Express,3.4
48095,2/16/2025,89,5432,114,5,4,690,10,Mada,Express,3.3
48096,2/17/2025,73,5064,217,11,3,694,22,Apple Pay,Standard,3.3
48097,2/7/2023,320,1870,151,15,3,420,17,Apple Pay,Express,4
48098,12/24/2024,330,4194,57,16,4,456,13,Apple Pay,Standard,4.1
48099,4/22/2025,472,498,278,4,1,420,30,Apple Pay,Standard,4
48100,6/21/2024,256,5746,20,17,3,546,5,Mada,Same Day,4.7
48101,8/27/2024,193,8091,271,4,4,440,10,Visa,Express,2.9
48102,2/16/2025,163,9737,132,17,1,554,17,Cash On Delivery,Standard,2.6
48103,10/21/2024,98,248,56,1,3,424,27,Cash On Delivery,Same Day,4.7
48104,7/3/2024,24,6881,253,15,5,804,6,Visa,Standard,3
48105,7/20/2024,428,3729,36,16,5,586,14,Apple Pay,Same Day,2.7
48106,7/27/2023,446,501,249,4,1,754,13,Cash On Delivery,Express,4
48107,12/30/2024,22,6303,177,9,2,647,26,Apple Pay,Same Day,2.9
48108,10/30/2024,148,870,61,3,4,388,24,Mada,Standard,3.2
48109,6/1/2024,308,2346,291,18,5,418,20,Mada,Same Day,2.6
48110,3/25/2023,439,2594,233,20,2,666,26,Apple Pay,Express,3.2
48111,9/23/2024,421,4837,140,14,2,512,5,Cash On Delivery,Same Day,4
48112,12/13/2023,36,8883,15,2,4,356,12,Cash On Delivery,Express,3.4
48113,1/24/2024,295,2335,219,17,2,360,2,Mada,Same Day,2.8
48114,3/10/2025,392,6779,3,4,1,314,9,Visa,Same Day,3.5
48115,3/19/2024,243,3276,90,8,4,329,3,Apple Pay,Express,3.5
48116,6/6/2023,301,5899,224,12,1,723,16,Apple Pay,Same Day,4.1
48117,1/17/2025,4,1496,2,4,5,544,14,Mada,Standard,4.1
48118,5/18/2023,390,3805,122,18,1,308,19,Apple Pay,Standard,4.6
48119,3/22/2025,131,104,172,10,3,479,9,Apple Pay,Same Day,4.7
48120,4/25/2024,372,5360,173,1,3,284,29,Apple Pay,Standard,2.6
48121,12/25/2023,420,472,211,20,2,724,22,Cash On Delivery,Express,3.6
48122,1/10/2024,107,402,115,12,5,288,29,Cash On Delivery,Same Day,3.4
48123,10/2/2023,199,8629,179,17,5,760,29,Visa,Standard,3.3
48124,3/1/2024,470,1093,37,1,3,630,29,Visa,Standard,2.8
48125,4/28/2023,292,5951,70,17,2,448,2,Apple Pay,Standard,4.6
48126,3/26/2023,407,4221,92,7,3,287,12,Cash On Delivery,Express,3.6
48127,7/10/2024,78,8976,225,7,1,379,25,Mada,Same Day,4
48128,3/26/2023,117,5638,121,6,5,697,0,Mada,Standard,3.9
48129,1/22/2024,381,3665,221,3,1,805,20,Cash On Delivery,Standard,3
48130,6/3/2024,227,77,141,15,5,520,18,Cash On Delivery,Standard,4.2
48131,5/14/2024,60,256,297,3,1,328,15,Mada,Standard,3.6
48132,1/22/2023,301,8904,82,10,5,723,26,Apple Pay,Standard,3.2
48133,6/22/2023,436,1137,276,17,5,599,9,Cash On Delivery,Same Day,3.7
48134,1/28/2025,330,6373,210,16,1,456,27,Mada,Same Day,3.4
48135,2/24/2024,31,4116,255,8,2,366,27,Cash On Delivery,Standard,3
48136,1/13/2024,272,2839,91,14,4,356,27,Apple Pay,Express,3.6
48137,12/29/2024,109,9862,252,15,1,504,11,Mada,Same Day,4.1
48138,10/3/2024,225,8025,276,11,2,713,11,Visa,Same Day,3.4
48139,8/23/2024,167,6378,23,16,5,457,16,Visa,Express,3.5
48140,5/7/2024,124,5602,61,1,1,343,2,Visa,Same Day,3.9
48141,11/13/2023,265,5967,35,11,4,366,7,Mada,Standard,3.6
48142,8/6/2023,146,2925,99,3,2,549,0,Cash On Delivery,Same Day,4.2
48143,11/9/2023,454,5562,7,16,1,418,0,Visa,Standard,3.6
48144,12/4/2024,32,3193,170,13,5,583,30,Apple Pay,Standard,3.2
48145,9/28/2023,86,1540,147,5,5,756,22,Cash On Delivery,Same Day,4.3
48146,4/4/2023,273,1338,186,10,1,605,10,Apple Pay,Express,3
48147,6/17/2023,187,2150,262,1,1,413,15,Apple Pay,Same Day,3.6
48148,10/27/2024,182,5181,291,3,4,414,26,Mada,Standard,2.7
48149,8/7/2023,447,3527,102,7,3,237,17,Mada,Standard,4
48150,3/26/2023,72,8829,280,11,3,533,0,Apple Pay,Standard,3.1
48151,7/8/2023,494,4940,127,11,2,547,24,Apple Pay,Standard,3.8
48152,4/11/2025,87,999,132,3,4,494,10,Mada,Express,3.9
48153,8/6/2024,10,7357,154,8,3,251,30,Apple Pay,Express,2.8
48154,2/25/2023,438,7498,48,19,5,607,26,Mada,Express,3.8
48155,10/15/2023,486,5829,168,2,4,635,27,Cash On Delivery,Standard,3.5
48156,3/16/2023,395,1964,3,19,3,215,18,Cash On Delivery,Express,3.8
48157,9/22/2024,408,8684,228,2,5,504,15,Cash On Delivery,Standard,4.2
48158,4/16/2024,123,205,163,8,4,554,10,Cash On Delivery,Same Day,3.7
48159,8/25/2024,138,4467,248,14,2,678,18,Mada,Express,4.7
48160,8/24/2024,367,7795,150,11,1,679,8,Mada,Express,3.9
48161,3/23/2025,163,8789,85,17,5,554,23,Mada,Standard,4.5
48162,8/28/2024,297,1547,271,14,1,650,2,Mada,Same Day,5
48163,7/3/2023,396,3753,84,10,2,423,17,Apple Pay,Same Day,2.6
48164,2/7/2025,85,846,215,20,3,558,18,Visa,Standard,3.1
48165,11/11/2024,186,8522,219,10,1,473,1,Cash On Delivery,Same Day,4.1
48166,2/11/2023,499,6829,231,3,3,841,10,Visa,Standard,3
48167,2/21/2023,37,9175,291,9,2,430,0,Visa,Standard,3
48168,2/9/2023,112,3634,47,13,1,649,11,Visa,Same Day,3.9
48169,2/17/2024,377,1999,105,2,5,613,12,Visa,Express,4.5
48170,6/18/2023,145,9398,139,6,4,472,9,Cash On Delivery,Standard,3.2
48171,5/5/2023,171,1409,1,5,3,407,2,Visa,Same Day,4
48172,1/10/2025,124,9254,271,1,3,343,0,Visa,Express,3
48173,3/18/2024,445,9288,58,19,5,234,5,Visa,Standard,3.7
48174,2/23/2025,115,4658,164,9,5,323,25,Visa,Same Day,2.5
48175,10/17/2023,116,8299,9,20,1,471,25,Cash On Delivery,Express,3.8
48176,10/20/2023,230,3820,245,5,3,199,15,Visa,Standard,3.3
48177,9/30/2023,441,867,76,10,2,511,27,Apple Pay,Standard,2.9
48178,3/29/2023,190,7389,187,9,1,436,26,Mada,Express,4.2
48179,9/16/2024,264,386,267,2,5,623,18,Visa,Same Day,3.3
48180,10/27/2024,468,7966,26,4,1,518,24,Mada,Express,4.4
48181,6/14/2024,223,223,84,13,2,204,29,Cash On Delivery,Standard,3.8
48182,4/5/2025,312,3015,221,2,1,539,24,Mada,Same Day,4.1
48183,6/18/2024,150,6055,133,9,5,404,10,Visa,Express,4.3
48184,9/22/2023,487,3875,190,18,2,703,4,Apple Pay,Express,5
48185,2/4/2023,444,6338,28,20,2,626,14,Mada,Standard,3.3
48186,8/15/2023,230,3849,293,11,1,199,3,Cash On Delivery,Standard,3.7
48187,2/13/2025,375,6043,229,14,5,483,21,Cash On Delivery,Express,4.5
48188,10/7/2023,493,7586,297,9,3,682,4,Visa,Express,3.6
48189,5/21/2023,129,6916,127,4,1,619,12,Cash On Delivery,Express,3.4
48190,10/19/2024,220,1570,93,8,3,376,19,Apple Pay,Express,3.6
48191,12/4/2023,99,3593,18,9,5,627,11,Mada,Standard,4.4
48192,12/9/2024,39,8680,1,19,5,450,24,Apple Pay,Same Day,3
48193,11/28/2024,399,8312,40,20,5,614,27,Cash On Delivery,Standard,3.8
48194,9/24/2024,372,7225,134,14,5,284,10,Visa,Standard,4.7
48195,10/24/2024,94,5557,192,8,2,410,7,Visa,Standard,3.5
48196,6/5/2024,215,9507,84,5,4,556,28,Cash On Delivery,Express,3.8
48197,6/29/2023,303,3496,246,18,2,460,15,Cash On Delivery,Same Day,4.4
48198,6/28/2024,257,3335,97,6,2,559,29,Visa,Express,2.6
48199,1/31/2025,83,5698,249,4,1,795,12,Apple Pay,Standard,3.4
48200,7/13/2023,474,6328,27,12,1,661,3,Apple Pay,Standard,4.2
48201,5/18/2024,113,4971,123,12,4,363,13,Cash On Delivery,Express,3.5
48202,9/8/2024,359,9559,179,5,4,316,24,Visa,Same Day,4.6
48203,5/1/2023,299,7093,85,19,3,297,22,Mada,Standard,3.4
48204,11/25/2024,184,5470,299,8,3,659,13,Mada,Same Day,3.1
48205,1/31/2024,334,4987,41,16,1,655,18,Apple Pay,Standard,4.3
48206,10/13/2024,217,2178,186,13,5,364,30,Mada,Standard,2.8
48207,10/5/2024,7,356,91,17,5,700,13,Mada,Same Day,4.1
48208,12/25/2023,264,8157,24,11,5,623,10,Mada,Same Day,3.2
48209,1/7/2025,437,2666,241,8,5,486,22,Cash On Delivery,Express,4.1
48210,3/14/2023,356,542,44,19,4,404,1,Cash On Delivery,Same Day,4.3
48211,10/7/2023,182,3815,130,14,5,414,3,Apple Pay,Standard,4.2
48212,11/30/2023,4,5355,219,2,1,544,13,Mada,Express,3.6
48213,11/4/2023,376,5972,128,4,5,676,2,Cash On Delivery,Same Day,3.9
48214,9/12/2024,484,3254,148,18,1,669,13,Visa,Standard,2.8
48215,3/12/2025,7,4631,141,2,3,700,6,Cash On Delivery,Standard,2.5
48216,4/25/2024,138,4864,267,7,4,678,14,Visa,Same Day,3.4
48217,10/30/2023,363,1576,254,6,4,597,26,Apple Pay,Express,3.9
48218,2/21/2023,47,9962,253,1,4,242,19,Mada,Same Day,4.6
48219,11/24/2024,371,8021,297,17,3,676,30,Mada,Express,4.8
48220,4/30/2025,50,9211,178,7,4,771,13,Apple Pay,Express,3.8
48221,1/17/2024,48,8370,210,16,3,393,12,Apple Pay,Standard,4.7
48222,8/26/2024,27,7802,263,6,4,481,24,Apple Pay,Same Day,5
48223,6/10/2023,122,3592,156,12,3,391,7,Mada,Express,4.1
48224,12/11/2024,473,2410,297,2,5,572,2,Visa,Same Day,4.3
48225,1/4/2025,137,1825,65,10,4,247,18,Cash On Delivery,Standard,2.8
48226,3/29/2024,341,7315,2,1,4,674,17,Cash On Delivery,Express,2.9
48227,1/11/2023,127,8663,159,14,5,659,22,Mada,Standard,3.2
48228,6/25/2023,30,9916,45,8,4,290,23,Cash On Delivery,Express,3.9
48229,3/11/2023,192,2223,249,17,4,605,2,Cash On Delivery,Standard,4.9
48230,7/4/2024,111,3093,188,10,3,320,7,Apple Pay,Express,3
48231,8/23/2023,227,603,287,5,5,520,24,Visa,Standard,2.6
48232,2/4/2024,414,2586,192,7,4,678,29,Apple Pay,Standard,4.6
48233,3/21/2025,264,4662,121,10,5,623,30,Cash On Delivery,Same Day,4.5
48234,5/2/2023,40,3707,253,13,2,578,29,Mada,Same Day,4.5
48235,11/22/2024,388,5959,151,15,2,725,0,Cash On Delivery,Same Day,4
48236,8/28/2024,288,558,166,1,5,311,2,Mada,Same Day,3
48237,11/9/2023,108,9331,300,16,2,434,5,Visa,Same Day,3.4
48238,7/31/2023,313,460,254,9,2,386,11,Visa,Standard,4.7
48239,6/13/2023,163,4365,152,15,2,554,12,Visa,Same Day,3.7
48240,3/25/2023,371,9230,241,7,4,676,21,Apple Pay,Same Day,4.5
48241,3/6/2024,413,4361,86,14,5,252,11,Visa,Standard,2.8
48242,10/20/2024,8,9404,135,1,4,677,16,Cash On Delivery,Express,2.7
48243,8/12/2024,163,7832,148,19,4,554,16,Apple Pay,Standard,2.9
48244,1/5/2023,407,4782,89,6,3,287,18,Visa,Express,4.1
48245,1/28/2023,439,3231,23,19,3,666,13,Mada,Express,3.4
48246,12/11/2024,447,1620,160,1,5,237,2,Apple Pay,Standard,2.8
48247,7/30/2023,43,7994,240,14,4,245,17,Visa,Same Day,3.4
48248,3/9/2024,346,841,120,15,1,376,18,Mada,Standard,4.2
48249,5/22/2024,371,2702,59,3,3,676,3,Cash On Delivery,Same Day,4.3
48250,2/16/2024,332,6112,274,1,5,465,19,Mada,Standard,3.5
48251,11/30/2023,134,8815,97,4,5,419,4,Visa,Standard,4.4
48252,2/9/2023,38,4393,244,2,2,444,22,Mada,Same Day,3.4
48253,2/2/2023,165,7903,114,12,3,552,21,Apple Pay,Express,3.9
48254,10/21/2023,113,4753,276,7,4,363,18,Visa,Same Day,3.4
48255,12/22/2024,357,6115,205,16,1,529,6,Apple Pay,Same Day,2.7
48256,5/29/2023,498,6452,167,10,2,596,28,Cash On Delivery,Express,4.2
48257,10/30/2024,460,8137,47,20,1,288,17,Mada,Same Day,3.4
48258,1/12/2023,205,3026,263,5,5,700,15,Visa,Express,2.8
48259,10/17/2024,27,2418,58,19,1,481,9,Cash On Delivery,Express,3.9
